pl_hostname|pl_letter|pl_orbper|pl_tranmid|pl_trandur|st_teff|st_rad|st_mass|st_j|ra|dec|pl_rade|pl_radeerr1|pl_radeerr2|pl_ratdor|pl_rvamp|pl_masse|pl_masseerr1|pl_masseerr2|pl_ratror|pl_imppar|st_dist|st_disterr1|st_disterr2|pl_tranflag
Kepler-191|c|17.73850600|2454981.988620|0.1175000|5282.00|0.79|0.85|13.420|291.183386|45.323177|1.860|0.920|-0.920|||||||0.1400||||1
Kepler-192|b|9.92674600|2455008.685010|0.1575000|5479.00|1.01||12.892|287.917924|45.592876|2.740|0.450|-0.450|||||||0.3800||||1
Kepler-192|c|21.22340000|2455003.374600|0.2058000|5479.00|1.01||12.892|287.917924|45.592876|2.790|0.520|-0.520|||||||0.8200||||1
Kepler-193|c|50.69749400|2454974.322880|0.2548000|6335.00|1.15||13.539|296.498596|46.577244|2.750|1.240|-1.240|||||||0.0600||||1
Kepler-194|b|2.09228100|2454966.059640|0.0980000|6089.00|1.02||13.780|291.971445|47.864174|1.510|0.790|-0.790|||||||0.1300||||1
Kepler-194|c|17.30803200|2455009.941690|0.2067000|6089.00|1.02||13.780|291.971445|47.864174|2.590|1.360|-1.360|||||||0.0800||||1
Kepler-195|b|8.30787200|2455004.171200|0.1313000|5329.00|0.78||13.531|288.120962|47.966667|2.030|0.740|-0.740|||||||0.0500||||1
Kepler-195|c|34.09686300|2454986.817120|0.1627000|5329.00|0.78||13.531|288.120962|47.966667|1.550|0.570|-0.570|||||||0.2900||||1
Kepler-196|b|20.73988600|2455006.218170|0.1256000|5128.00|0.78||12.752|284.968519|42.079205|1.900|0.150|-0.150|||||||0.2900||||1
Kepler-197|b|5.59930800|2455004.472820|0.1534000|6004.00|1.12||10.814|295.226435|50.559006|1.020|0.040|-0.040|||||||0.2200||||1
Kepler-197|c|10.34969500|2455007.064210|0.1771000|6004.00|1.12||10.814|295.226435|50.559006|1.230|0.040|-0.040|||||||0.2200||||1
Kepler-197|d|15.67756300|2455012.468860|0.2219000|6004.00|1.12||10.814|295.226435|50.559006|1.220|0.100|-0.100|||||||0.6600||||1
Kepler-197|e|25.20971500|2454987.413420|0.2624000|6004.00|1.12||10.814|295.226435|50.559006|0.910|0.040|-0.040|||||||0.1400||||1
Kepler-198|c|49.56741600|2455002.540010|0.1528000|5574.00|0.94|0.93|12.421|290.673130|38.691011|2.470|0.370|-0.370|||||||0.4000||||1
Kepler-199|b|23.63760400|2455005.648460|0.2064000|5644.00|0.97||12.449|295.559419|40.236271|3.110|0.560|-0.560|||||||0.1500||||1
Kepler-199|c|67.09340800|2454979.565770|0.2888000|5644.00|0.97||12.449|295.559419|40.236271|3.250|0.580|-0.580|||||||0.1300||||1
Kepler-200|c|10.22215700|2454968.890560|0.0463000|5678.00|0.94||12.871|284.409920|41.237465|1.590|0.290|-0.290|||||||0.7400||||1
Kepler-201|b|25.67208300|2455025.097050|0.2345000|6065.00|1.23|1.17|12.037|293.626040|41.272827|2.460|0.480|-0.480|||||||0.3800||||1
Kepler-201|c|151.88405800|2455009.418160|0.5412000|6065.00|1.23|1.17|12.037|293.626040|41.272827|2.850|0.600|-0.600|||||||0.9200||||1
Kepler-203|b|3.16269700|2455002.641580|0.0792000|5821.00|1.11|0.98|12.859|297.089977|41.388039|2.570|0.520|-0.520|||||||0.5200||||1
Kepler-203|c|5.37064700|2455005.236970|0.0839000|5821.00|1.11|0.98|12.859|297.089977|41.388039|2.470|0.470|-0.470|||||||0.1000||||1
Kepler-203|d|11.32972000|2454966.968820|0.1663000|5821.00|1.11|0.98|12.859|297.089977|41.388039|1.440|0.280|-0.280|||||||0.3400||||1
Kepler-204|c|25.66059300|2454988.151650|0.1826000|5812.00|1.24|0.96|12.846|285.347187|41.761925|1.790|0.390|-0.390|||||||0.6200||||1
Kepler-205|b|2.75564000|2455003.844540|0.0812000|4321.00|0.55||11.608|285.287111|41.861172|1.510|0.140|-0.140|||||||0.8700||||1
Kepler-205|c|20.30654600|2455005.656200|0.1197000|4321.00|0.55||11.608|285.287111|41.861172|1.640|0.120|-0.120|||||||0.8100||||1
Kepler-206|c|13.13747100|2455003.227810|0.1987000|5764.00|1.19|0.94|12.330|291.634678|41.833866|1.770|0.340|-0.340|||||||0.3500||||1
Kepler-206|d|23.44281000|2454985.010490|0.2245000|5764.00|1.19|0.94|12.330|291.634678|41.833866|1.190|0.240|-0.240|||||||0.1000||||1
Kepler-207|b|1.61186500|2454966.570410|0.1250000|5920.00|1.59||12.100|290.030517|42.166050|1.570|0.300|-0.300|||||||0.3800||||1
Kepler-207|d|5.86807500|2455003.322430|0.1654000|5920.00|1.59||12.100|290.030517|42.166050|3.310|0.630|-0.630|||||||0.2700||||1
Kepler-208|b|4.22864000|2455003.741970|0.1378000|6092.00|1.31|1.03|12.547|293.890206|42.528008|1.630|0.300|-0.300|||||||0.1600||||1
Kepler-208|c|7.46662300|2454965.773830|0.1618000|6092.00|1.31|1.03|12.547|293.890206|42.528008|1.390|0.260|-0.260|||||||0.2700||||1
Kepler-208|e|16.25945800|2454945.014250|0.1683000|6092.00|1.31|1.03|12.547|293.890206|42.528008|1.480|0.280|-0.280|||||||0.2100||||1
Kepler-209|b|16.08784500|2455005.813390|0.1199000|5513.00|0.94||12.797|291.169537|42.640812|2.260|0.340|-0.340|||||||0.0800||||1
Kepler-209|c|41.74988200|2454986.839860|0.2346000|5513.00|0.94||12.797|291.169537|42.640812|3.100|0.510|-0.510|||||||0.5800||||1
Kepler-210|b|2.45323400|2455003.891530|0.0728000|4559.00|0.65||11.992|292.503389|43.083149|2.940|0.210|-0.210|||||||0.7300||||1
Kepler-211|b|4.13857500|2454965.016320|0.0928000|5123.00|0.82|0.97|11.927|285.439151|43.168484|1.260|0.090|-0.090|||||||0.0200||||1
Kepler-211|c|6.04045000|2455005.594350|0.0855000|5123.00|0.82|0.97|11.927|285.439151|43.168484|1.290|0.090|-0.090|||||||0.0400||||1
Kepler-212|b|16.25758200|2454972.647740|0.2748000|5852.00|1.46|1.16|11.931|287.620834|43.141678|1.090|0.210|-0.210|||||||0.1900||||1
Kepler-213|b|2.46236000|2455004.839860|0.0737000|5696.00|1.20|0.94|12.477|290.824182|44.647186|1.620|0.310|-0.310|||||||0.2200||||1
Kepler-213|c|4.82296200|2454967.436490|0.0345000|5696.00|1.20|0.94|12.477|290.824182|44.647186|2.340|0.450|-0.450|||||||0.7500||||1
HAT-P-36|b|1.32734700|2455565.181440|0.0923000|5560.00|1.10|1.02|11.046|188.266255|44.915352|14.168|0.796|-0.796|4.660000||582.24000|31.46400|-31.46400|0.11860|0.3120|317.00|17.00|-17.00|1
HAT-P-37|b|2.79743600|2455642.143180|0.0971000|5500.00|0.88|0.93|12.092|284.296064|51.269138|13.204|0.863|-0.863|9.320000|177.700|371.52800|32.73500|-32.73500|0.13780|0.5050|411.00|26.00|-26.00|1
HAT-P-38|b|4.64038200|2455863.119570|0.1267000|5330.00|0.92|0.89|10.989|35.383234|32.246151|9.247|1.031|-0.706|12.170000|35.400|84.85700|6.35600|-6.35600|0.09180|0.3720|249.00|26.00|-19.00|1
HAT-P-39|b|3.54387000|2455208.750490|0.1745000|6430.00|1.62|1.40|11.424|113.758247|17.830082|17.609|1.211|-0.908|6.740000|63.600|190.37200|31.46400|-31.46400|0.09930|0.3490|642.00|29.00|-29.00|1
HAT-P-40|b|4.45724300|2455813.175840|0.2557000|6080.00|2.21|1.51|10.367|335.512861|45.457378|19.392|0.695|-0.695|5.920000|58.100|195.45700|12.07700|-12.07700|0.08070|0.1740|501.00|16.00|-16.00|1
HAT-P-41|b|2.69404700|2454983.861670|0.1704000|6390.00|1.68|1.42|10.006|297.322651|4.672421|18.887|0.852|-0.572|5.440000|92.500|254.25300|32.41700|-32.41700|0.10280|0.2220|344.00|12.00|-8.00|1
HAT-P-42|b|4.64187800|2455952.526030|0.1681000|5743.00|1.53|1.18|10.960|135.344391|6.097230|14.348|1.715|-1.715|8.080000|113.500|331.80100|26.37900|-26.37900|0.08600|0.5770|447.00|41.00|-41.00|1
HAT-P-43|b|3.33268700|2455997.371060|0.1354000|5645.00|1.10|1.05|12.146|128.925737|10.206653|14.359|0.695|-0.370|8.640000|87.700|210.39500|19.06900|-19.06900|0.11930|0.1900|542.00|22.00|-16.00|1
HAT-P-44|b|4.30121900|2455696.936950|0.1302000|5295.00|0.95|0.94|11.729|213.144074|47.014687|13.922|1.188|-0.572|11.490000|45.900|111.87100|9.21700|-9.21700|0.13430|0.1720|363.00|31.00|-17.00|1
HD 37605|b|55.01307000|||5448.00|0.90|1.00|7.266|85.007210|6.060579|||||202.990||||||42.88|2.28|-2.55|0
HD 38283|b|363.20000000|||5998.00||1.08|5.645|84.258408|-73.699341|||||10.000||||||37.78|0.78|-0.82|0
HD 38529|b|14.30980000|||5697.00||1.48|4.905|86.645470|1.168193|||||56.100||||||42.40|1.70|-1.70|0
HD 38529|c|2140.20000000|||5697.00||1.48|4.905|86.645470|1.168193|||||173.200||||||42.40|1.70|-1.70|0
HD 39091|b|2151.00000000|||5950.00||1.10|4.869|84.291214|-80.469124|||||196.400||||||18.21|0.15|-0.15|0
HD 40307|b|4.31230000|||4956.00||0.77|5.412|88.517670|-60.023472|||||1.940||||||12.83|0.09|-0.09|0
HD 40307|d|20.43200000|||4956.00||0.77|5.412|88.517670|-60.023472|||||2.750||||||12.83|0.09|-0.09|0
HD 40307|f|51.76000000|||4956.00||0.77|5.412|88.517670|-60.023472|||||1.090||||||12.83|0.09|-0.09|0
HD 40979|b|264.15000000|||6089.00||1.15|5.742|91.124763|44.260445|||||119.400||||||33.30|0.90|-0.90|0
HD 41004 B|b|1.32830000|||||0.40|7.004|89.956886|-48.239841|||||6114.000||||||43.03|1.81|-1.98|0
HD 43197|b|327.80000000|||5508.00|1.00|0.96|7.658|93.398590|-29.897270|||||32.400||||||56.30|4.20|-3.60|0
HD 44219|b|472.30000000|||5752.00|1.32|1.00|6.509|95.059677|-10.725009|||||19.400||||||50.40|2.10|-1.90|0
HD 45364|b|226.93000000||||||6.748|96.410316|-31.480953|||||7.220||||||32.58|0.84|-0.88|0
HD 45350|b|963.60000000|||5616.00||1.02|6.587|97.190460|38.962963|||||58.000||||||48.95|2.24|-2.47|0
HD 45652|b|43.60000000|||5312.00||0.83|6.703|97.304962|10.933891|||||33.100||||||36.14|1.61|-1.77|0
HD 46375|b|3.02357300|||5285.00||0.92|6.452|98.302597|5.462925|||||33.650||||||33.41|1.15|-1.24|0
HD 47186|b|4.08450000|||5675.00||0.99|6.416|99.036613|-27.622297|||||9.120||||||37.84|1.21|-1.29|0
HD 47536|b|712.13000000|||4424.00|22.39|0.91|3.179|99.448410|-32.339733|||||113.000||||||121.36|7.72|-8.85|0
HD 48265|b|780.30000000|||5650.00|2.05|1.28|6.842|100.007195|-48.541954|||||27.700||||||85.40|4.23|-4.23|0
HD 50499|b|2482.70000000|||||1.24|6.152|103.008438|-33.915562|||||22.900||||||47.26|1.47|-1.57|0
HD 50554|b|1293.00000000|||5987.00|1.02|1.04|5.776|103.678436|24.245558|||||104.000||||||31.03|0.94|-1.00|0
HD 60532|b|201.90000000|||6245.00|2.57|1.50|3.703|113.513252|-22.296066|||||29.100||||||25.30|0.17|-0.17|0
HD 60532|c|600.10000000|||6245.00|2.57|1.50|3.703|113.513252|-22.296066|||||46.100||||||25.30|0.17|-0.17|0
HD 62509|b|589.64000000|||4946.00|8.31|2.10|-0.315|116.328957|28.026199|||||41.000||||||10.34|0.09|-0.09|0
HD 63765|b|358.00000000||||||6.768|116.957161|-54.264145|||||20.900||||||32.62|0.72|-0.75|0
HAT-P-44|c|872.20000000|2455711.200000|0.5030000|5295.00|0.95|0.94|11.729|213.144074|47.014687|||||99.000||||||363.00|31.00|-17.00|0
HAT-P-45|b|3.12899200|2455729.986120|0.1436000|6330.00|1.32|1.26|10.730|274.373238|-3.381036|15.984|1.962|-0.975|7.360000|106.600|283.49200|43.54100|-31.46400|0.11100|0.2810|305.00|35.00|-17.00|1
HAT-P-46|b|4.46312900|2455701.336460|0.1291000|6120.00|1.40|1.28|10.330|270.444201|-2.970947|14.392|3.038|-1.491|8.860000|52.200|156.68400|26.06100|-16.52600|0.09420|0.6260|296.00|61.00|-29.00|1
HAT-P-54|b|3.79984700|2456299.303700||4390.00|0.62|0.65|11.145|99.898000|25.482540|10.581|0.314|-0.314|14.340000|132.600|241.55080|10.17056|-10.17056|0.15720|0.7410||||1
HATS-2|b|1.35413300|2455954.585760|0.0862000|5227.00|0.90|0.88|11.906|176.739094|-22.562992|13.092|0.336|-0.336|5.500000|268.900|427.46300|47.67200|-47.67200|0.13350|0.2710|360.00|11.00|-11.00|1
HATS-3|b|3.54785100|2456155.967340|0.1494000|6351.00|1.40|1.21|10.980|312.457440|-24.428793|15.480|0.392|-0.392|7.420000|125.700|340.38200|43.22300|-43.22300|0.10110|0.4970|453.00|11.00|-11.00|1
HATS-5|b|4.76338700|2456273.790680|0.1244000|5304.00|0.87|0.94|11.199|67.222871|-21.481916|10.223|0.280|-0.280|13.380000|30.000|75.32300|3.81400|-3.91400|0.10760|0.1580|257.00|8.00|-8.00|1
HATS-6|b|3.32527250|2456643.740580|0.0850400|3724.00|0.57|0.57|12.046|88.146797|-19.031656|11.187|0.213|-0.213|13.650000|63.000|101.38777|22.24810|-22.24810|0.17978|0.4270|148.40|3.30|-3.30|1
HD 142|b|349.70000000|||6245.00|1.47|1.23|4.690|1.579898|-49.075191|||||33.200||||||25.64|0.41|-0.43|0
HD 142|c|6005.00000000|||6245.00|1.47|1.23|4.690|1.579898|-49.075191|||||55.200||||||25.64|0.41|-0.43|0
HD 1502|b|431.80000000|||5049.00|4.50|1.61|6.681|4.821110|14.054755|||||60.700||||||167.50|25.26|-36.16|0
HD 1605|b|577.90000000|||4757.00|3.80|1.31|5.850|5.131330|30.974804|||||19.800||||||84.60|6.11|-7.14|0
HD 1666|b|270.00000000|||6317.00|1.93|1.50|7.269|5.218085|-19.931225|||||199.400||||||110.62|11.12|-13.91|0
HD 1690|b|533.00000000|||4393.00|16.70|1.09|6.877|5.305497|-8.281169|||||||||||7.01|||0
HD 2039|b|1120.00000000|||5941.00||1.17|7.912|6.084491|-56.650047|||||153.000||||||89.85|8.28|-10.15|0
HD 2638|b|3.44420000|||5192.00||0.93|7.858|7.499466|-5.764002|||||67.400||||||53.71|3.63|-4.20|0
HD 3651|b|62.21800000|||5221.00||0.88|4.549|9.840858|21.250473|||||15.900||||||11.10|0.10|-0.10|0
HD 4113|b|526.62000000|||5688.00||0.99|6.672|10.802486|-37.982632|||||97.100||||||44.05|1.84|-2.01|0
HD 4203|b|437.05000000|||5702.00||1.13|7.389|11.171676|20.448927|||||52.820||||||77.82|7.00|-8.53|0
HD 4208|b|828.00000000|||5600.00||0.87|6.570|11.111043|-26.515680|||||19.060||||||32.70|1.12|-1.20|0
HD 4308|b|15.56000000|||5685.00||0.83|5.366|11.163615|-65.649521|||||4.070||||||21.85|0.26|-0.27|0
HD 4732|b|360.20000000|||4959.00|5.40|1.74|4.338|12.308117|-24.136671|||||47.300||||||56.50|2.99|-3.35|0
HD 5319|c|886.00000000|||4958.00|3.85|1.51|6.348|13.755836|0.789553|||||18.800||||||114.00|11.00|-11.00|0
HD 5608|b|792.60000000|||4854.00|5.50|1.55|4.478|14.559246|33.950886|||||23.500||||||58.17|2.68|-2.95|0
HD 5891|b|177.11000000|||4907.00|8.70|1.91|6.239|15.138300|20.292484|||||178.500||||||150.60|23.21|-33.56|0
HD 6434|b|22.01700000|||5690.00|1.14|0.89|6.577|16.167295|-39.488216|||||35.000||||||40.32|1.40|-1.50|0
HD 7199|b|615.00000000|||5386.00|0.96|0.89|6.664|17.696762|-66.188164|||||||||||35.88|0.87|-0.91|0
HD 7449|b|1275.00000000|||6024.00|1.01|1.05|6.425|18.622173|-5.047387|||||||||||38.52|1.11|-1.18|0
HD 7924|b|5.39792000|||5075.00|0.78|0.83|5.618|20.496313|76.710281|||||3.590||||||16.82|0.13|-0.13|0
HD 7924|c|15.29900000|||5075.00|0.78|0.83|5.618|20.496313|76.710281|||||2.310||||||16.82|0.13|-0.13|0
HD 8535|b|1313.00000000|||6136.00|1.19|1.13|6.735|20.905149|-41.269802|||||11.800||||||52.50|1.70|-1.60|0
HD 8574|b|227.00000000|||6050.00||1.12|6.048|21.302153|28.566692|||||58.300||||||44.20|1.60|-1.60|0
HD 9446|b|30.05200000|||5793.00|1.00|1.00|7.207|23.334101|29.265148|||||||||||52.85|2.80|-3.14|0
HD 9446|c|192.90000000|||5793.00|1.00|1.00|7.207|23.334101|29.265148|||||||||||52.85|2.80|-3.14|0
HD 10180|d|16.35700000|||5911.00|1.11|1.06|6.246|24.473234|-60.511528|||||2.935||||||39.02|1.10|-1.10|0
HD 10180|e|49.74800000|||5911.00|1.11|1.06|6.246|24.473234|-60.511528|||||4.283||||||39.02|1.10|-1.10|0
HD 10180|f|122.74400000|||5911.00|1.11|1.06|6.246|24.473234|-60.511528|||||2.862||||||39.02|1.10|-1.10|0
HD 10180|h|2205.00000000|||5911.00|1.11|1.06|6.246|24.473234|-60.511528|||||3.117||||||39.02|1.10|-1.10|0
HD 10442|b|1043.00000000|||5034.00||1.56|6.158|25.471457|2.704376|||||31.500|||||||||0
HD 10697|b|1075.20000000|||5680.00||1.11|5.386|26.232603|20.083149|||||115.400||||||32.60|0.90|-0.90|0
HD 11506|b|1627.50000000|||6055.00|1.33|1.24|6.508|28.210558|-19.506975|||||78.400||||||51.70|1.60|-1.60|0
HD 11506|c|223.60000000|||6055.00|1.33|1.24|6.508|28.210558|-19.506975|||||12.500||||||51.70|1.60|-1.60|0
HD 11977|b|711.00000000|||4970.00|10.09|1.91|3.162|28.733881|-67.647301|||||||||||66.49|2.02|-2.14|0
HD 11964|c|37.91000000|||5349.00||1.12|5.023|29.290026|-10.242428|||||||||||33.98|1.02|-1.08|0
HD 12661|c|1708.00000000|||5748.00|1.11|1.02|6.182|31.142866|25.414305|||||30.410||||||37.16|1.11|-1.18|0
HD 13189|b|471.60000000||||||5.190|32.417381|32.316437|||||||||||300.30|||0
HD 13908|c|931.00000000|||6255.00|1.67|1.29|6.497|34.560665|65.594360|||||90.900||||||66.89|3.60|-4.03|0
HD 13931|b|4218.00000000|||5829.00|1.23|1.02|6.452|34.197414|43.772995|||||||||||45.52|1.91|-2.08|0
HD 16141|b|75.52300000|||5794.00||1.12|5.679|38.833035|-3.560602|||||||||||35.91|1.71|-1.89|0
HD 16175|b|995.40000000|||6022.00||1.34|6.166|39.257961|42.062634|||||103.500||||||59.84|3.28|-3.69|0
HD 17156|b|21.21663000|2454756.731340|0.1338000|6100.00|1.44|1.24|7.080|42.435364|71.753235|11.430|0.900|-0.900||279.800|1023.37000|25.43000|-25.43000|0.07270||75.00|||1
HD 18742|b|772.00000000|||5048.00|4.90|1.60|6.177|45.044407|-20.802603|||||44.300||||||127.88|15.27|-20.05|0
HD 20794|b|18.31500000|||5401.00||0.70|3.032|49.981876|-43.069782|||||0.830||||||6.06|0.02|-0.02|0
HD 20794|d|90.30900000|||5401.00||0.70|3.032|49.981876|-43.069782|||||0.850||||||6.06|0.02|-0.02|0
HD 20782|b|597.06500000|||5798.00|1.09|1.02|6.229|50.014908|-28.854071|||||116.000||||||35.50|0.80|-0.80|0
HD 20868|b|380.85000000|||4795.00|0.79|0.78|8.138|50.177895|-33.730103|||||100.340||||||48.90|3.50|-3.50|0
HD 23127|b|1214.00000000|||||1.13|7.423|54.848495|-60.077843|||||27.500||||||89.13|5.65|-6.48|0
HD 23079|b|730.60000000|||5927.00||1.01|6.030|54.929562|-52.915836|||||54.900||||||34.60|0.66|-0.68|0
HD 22781|b|528.07000000|||5027.00||0.75|7.149|55.206356|31.826290|||||||||||31.79|1.33|-1.45|0
HD 23596|b|1561.00000000|||5904.00||1.16|6.173|57.001556|40.530636|||||127.000||||||52.00|2.30|-2.30|0
HD 24040|b|3668.00000000|||5853.00||1.18|6.279|57.595699|17.476366|||||47.400||||||46.51|2.13|-2.34|0
HD 25171|b|1845.00000000|||6160.00|1.18|1.09|6.765|58.956001|-65.186676|||||||||||56.05|1.82|-1.95|0
HD 27442|b|428.10000000|||4846.00||1.23|2.374|64.120956|-59.302155|||||32.200||||||18.24|0.17|-0.17|0
HD 27631|b|2208.00000000|||5737.00|1.00|0.94|7.023|64.939461|-41.960266|||||23.700||||||44.54|1.50|-1.60|0
HD 27894|b|18.02000000|||||0.80|7.639|65.196030|-59.410835|||||59.800||||||42.37|1.57|-1.70|0
HD 28254|b|1116.00000000|||5664.00|1.48|1.06|6.395|66.211273|-50.622192|||||37.300||||||54.70|1.60|-1.50|0
HD 28678|b|387.10000000|||5076.00|6.20|1.74|6.447|67.856056|4.575287|||||33.500||||||168.92|30.03|-46.60|0
HD 30177|b|2524.40000000|||5580.00||0.99|7.150|70.476555|-58.020756|||||126.300||||||54.71|2.21|-2.41|0
HD 30669|b|1684.00000000|||5400.00|0.91|0.92|7.754|72.118690|-28.419298|||||8.600||||||57.10|||0
HD 30856|b|912.00000000|||4982.00|4.20|1.35|6.255|72.574425|-24.368839|||||31.900||||||121.07|11.78|-14.62|0
HD 32518|b|157.54000000|||4580.00|10.22|1.13|4.531|77.403000|69.639404|||||115.830||||||117.37|9.84|-11.83|0
HD 33142|b|326.60000000|||5052.00|4.20|1.48|6.345|76.898087|-13.986480|||||30.400||||||136.80|15.73|-20.43|0
HD 33564|b|388.00000000|||6250.00||1.25|4.416|80.639717|79.231148|||||232.000||||||20.98|0.23|-0.23|0
HD 34445|b|1056.70000000|||5836.00|1.38|1.07|6.122|79.420746|7.353343|||||12.010||||||45.01|2.03|-2.23|0
HD 37124|b|154.37800000|||||0.85|6.359|84.260361|20.730787|||||28.500||||||33.24|1.22|-1.32|0
HD 37124|d|1862.00000000|||||0.85|6.359|84.260361|20.730787|||||12.800||||||33.24|1.22|-1.32|0
GJ 163|b|8.63182000|||3500.00||0.40|7.948|62.315273|-53.373699|||||6.130||||||14.97|0.44|-0.46|0
GJ 163|c|25.63058000|||3500.00||0.40|7.948|62.315273|-53.373699|||||2.750||||||14.97|0.44|-0.46|0
GJ 163|d|603.95116000|||3500.00||0.40|7.948|62.315273|-53.373699|||||4.420||||||14.97|0.44|-0.46|0
GJ 317|b|692.00000000|||3510.00||0.42|7.934|130.246730|-23.456289|||||75.200|794.50000|222.50000|-127.10000|||15.10|0.22|-0.22|0
GJ 433|b|7.37090000|||3600.00||0.48|6.471|173.862289|-32.539970|||||3.110||||||9.04|0.14|-0.15|0
GJ 436|b|2.64388312|2454510.801620|||0.46|0.47|6.900|175.546219|26.706570|4.170|0.168|-0.168|13.730000|17.090|22.10000|2.30000|-2.30000|0.08220|0.7360|10.23|0.23|-0.24|1
GJ 581|b|5.36860000||||0.29|0.31|6.706|229.861771|-7.722280|||||12.600||||||6.27|0.09|-0.09|0
GJ 581|c|12.91400000||||0.29|0.31|6.706|229.861771|-7.722280|||||3.300||||||6.27|0.09|-0.09|0
GJ 649|b|598.30000000|||3700.00||0.54|6.448|254.536880|25.744160|||||12.400||||||10.32|0.16|-0.16|0
GJ 667 C|b|7.20040000|||3350.00||0.33|6.848|259.745085|-34.996827|||||3.930||||||6.80|||0
GJ 667 C|c|28.14000000|||3350.00||0.33|6.848|259.745085|-34.996827|||||1.710||||||6.80|||0
GJ 667 C|f|39.02600000|||3350.00||0.33|6.848|259.745085|-34.996827|||||1.080||||||6.80|||0
GJ 667 C|g|256.20000000|||3350.00||0.33|6.848|259.745085|-34.996827|||||0.950||||||6.80|||0
GJ 676 A|b|1051.10000000|||||0.71|6.711|262.546692|-51.636978|||||124.500|2129.46100|572.09400|-476.74500|||16.90|0.10|-0.10|0
GJ 676 A|d|3.60050000|||||0.71|6.711|262.546692|-51.636978|||||2.400||||||16.90|0.10|-0.10|0
GJ 687|b|38.14000000|||3413.00|0.42|0.41|5.335|264.107910|68.339142|||||6.430||||||4.53|0.02|-0.02|0
GJ 832|c|35.68000000|||3472.00||0.45|5.349|323.391571|-49.009006|||||1.790||||||4.94|0.03|-0.03|0
GJ 849|b|1845.00000000|||||0.49|6.510|332.418121|-4.640729|||||24.400||||||8.77|0.16|-0.17|0
GJ 876|c|30.08810000|||||0.33|5.934|343.319733|-14.263700|||||88.340|226.98460|1.23950|-1.23950|||4.70|0.05|-0.05|0
GJ 876|d|1.93778000|||||0.33|5.934|343.319733|-14.263700|||||6.560|6.83000|0.40000|-0.40000|||4.70|0.05|-0.05|0
GJ 1214|b|1.58040456|2455320.535733||3170.00|0.18|0.16|9.750|258.828837|4.963920|2.847|0.202|-0.202|14.000000|12.200|6.26125|0.85814|-0.85814|||12.95|0.97|-0.85|1
GJ 3021|b|133.71000000|||5540.00|0.90|0.90|5.366|4.052823|-79.851181|||||167.000||||||17.62|0.16|-0.17|0
GJ 3293|b|30.59870000|||3466.00|0.40|0.42|8.362|67.148820|-25.169301|||||8.603||||||15.77|0.07|-0.07|0
GJ 3293|c|122.61960000|||3466.00|0.40|0.42|8.362|67.148820|-25.169301|||||4.891||||||15.77|0.07|-0.07|0
GJ 3341|b|14.20700000|||3526.00|0.44|0.47|8.592|78.944663|-31.295951|||||3.040||||||23.16|0.78|-0.73|0
GJ 3634|b|2.64561000||||0.43|0.45|8.361|164.646242|-31.143989|||||5.590|8.40000|4.00000|-1.50000|||19.80|0.60|-0.60|0
GSC 06214-00210|b||||4200.00||0.90|9.998|245.477780|-20.719202||||||5000.00000|300.00000|-300.00000|||145.00|14.00|-14.00|0
HAT-P-2|b|5.63347290|2454387.493750|0.1787000|6290.00|1.64|1.36|7.796|245.151489|41.048084|12.969|0.818|-0.695|8.990000|983.900|2888.95000|76.28000|-76.28000|0.07227|0.3950|135.32|14.40|-18.29|1
HAT-P-3|b|2.89973600|2454856.701180|0.0865000|5185.00|0.80|0.92|9.936|206.094121|48.028667|9.270|0.616|-0.616|10.390000|89.100|187.83000|5.72100|-5.72100|0.10630|0.5300|138.00|10.00|-10.00|1
HAT-P-5|b|2.78849100|2454241.776630|0.1217000|5960.00|1.17|1.16|10.844|274.405476|36.621410|14.120|0.560|-0.560|7.500000|138.000|336.89000|34.96000|-34.96000|0.11060|0.4250|340.00|30.00|-30.00|1
HAT-P-6|b|3.85298500|2454035.675750|0.1461000|6570.00|1.46|1.29|9.558|354.774222|42.465973|14.908|0.684|-0.684|7.690000|115.500|335.93200|37.82000|-37.82000|0.09338|0.6020|261.00|20.00|-20.00|1
HAT-P-8|b|3.07637760|2454437.675820|0.1587000|6200.00|1.58|1.28|9.214|343.041067|35.447109|16.810|0.900|-0.670|6.350000|153.100|483.08000|57.21000|-50.85000|0.09530|0.3200|230.00|15.00|-15.00|1
HAT-P-9|b|3.92289000|2454417.907700|0.1430000|6350.00|1.32|1.28|11.274|110.168529|37.140652|15.690|0.670|-0.670|8.600000|84.700|247.90000|28.60000|-28.60000|0.10830|0.5200|480.00|60.00|-60.00|1
HAT-P-12|b|3.21305980|2454419.195560|0.0974000|4650.00|0.70|0.73|10.794|209.389489|43.493534|10.749|0.325|-0.235|11.770000|35.800|67.05900|3.81400|-3.81400|0.14060|0.2110|142.50|4.20|-3.30|1
HAT-P-13|b|2.91625000|2454779.929760||5653.00|1.56|1.22|9.328|129.882536|47.352051|14.258|0.729|-0.729|5.892800|106.040|270.46200|12.07700|-12.07700|0.08389|0.6790|214.00|12.00|-12.00|1
HAT-P-14|b|4.62766900|2454875.289380|0.0912000|6600.00|1.47|1.39|9.094|260.116169|38.242165|12.890|0.583|-0.583|8.870000|219.000|709.36700|18.75100|-18.75100|0.08050|0.8910|205.00|11.00|-11.00|1
